,LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,LED11,LED12,LED13,cone_type
0,0.1398901652243709,0.21793741392990532,0.3652195742717409,1.0,0.5192062889697787,0.31974392014607417,0.7743460031600361,0.2712463498166311,0.5674782652060434,0.18130058983500008,0.25031110184073063,0.3028179590126943,0.24855623380627684,R
1,0.18098668563536893,0.6411403850937507,0.5597366369032379,0.736357504442381,1.0,0.6140063501692875,0.4185502216881938,0.29851471344106817,0.4077537098916804,0.2617971124962012,0.3012658077729822,0.26013820420128797,0.44927102273548963,R
2,0.13309033860866762,0.29310002667689783,0.472579043637039,0.511141916085099,1.0,0.32685429614811207,0.5819070314673791,0.5025308886195977,0.2178384527158619,0.19468226782752093,0.15604240085091317,0.16607109073840015,0.22567750389169633,R
3,0.10151444485752446,0.1881596163673912,0.23511830393651864,1.0,0.3773345014553073,0.4166121859856971,0.41210361150916697,0.36097862776761497,0.3630723976140023,0.12386338058484224,0.13583569685539076,0.7558837994363944,0.4745872433775778,R
4,0.11490490669645742,0.09600319420750653,0.1536270257013004,0.4192075270416743,1.0,0.6988527496954923,0.2606282104982153,0.16998662899392486,0.11580775543119814,0.15165525099968383,0.14717275996751383,0.15602799177070578,0.12322808612629531,R
5,0.11335459342857647,0.17227706950637017,0.762137774268058,0.5412475536914885,1.0,0.7057297179051759,0.37269918724139106,0.17969632725810042,0.1695139531917538,0.1134386915914302,0.1506365823485423,0.1036339134863491,0.11382253352208468,R
6,0.10075464589879493,0.10959703439309915,0.14962060714951866,0.2979711484832544,1.0,0.46324416476041363,0.3303943542594562,0.1666988699356924,0.16108064543724376,0.10538672833624324,0.11322040810146636,0.18100654959326395,0.1637628909429214,R
7,0.11006749258191367,0.16359331364488813,0.31095386846735446,0.5425100308374884,0.7347483074280101,1.0,0.582028359077903,0.2934452977401,0.28826550572742965,0.11300961242031031,0.15168668776066277,0.10202027775145471,0.17347800927978707,R
8,0.12523961866827804,0.1926513605530955,0.1782025477893347,0.21048858295862705,0.42683083009088657,1.0,0.26596088144339464,0.13255592868301302,0.21257960580504134,0.21170761209368683,0.10071516272927161,0.1969380366203327,0.36223677898740286,R
9,0.10252927251300088,0.6298262163390694,0.6291772554259744,1.0,0.6178437857100236,0.9143462634186089,0.6089844702085386,0.33531117354838846,0.2356589554706999,0.19983856686702003,0.1802832231221148,0.46719497376537295,0.16634391409575172,R
10,0.09346279037685443,0.33354571605236955,0.8765249345383289,0.4174698249024692,0.579630730474674,1.0,0.607645875126099,0.44757195345024714,0.8444727961639389,0.4832700301163477,0.8648461864680037,0.16817170597373135,0.9532871945309457,R
11,0.17380945168373857,0.4571245785418674,0.33651097300142085,1.0,0.8593867656434925,0.8772512751416085,0.3839890545537372,0.2411100963729695,0.3693660346465512,0.22834202116055016,0.25751462788843305,0.47417955763644476,0.31329015860382053,R
12,0.18558432950894913,0.17667647341633336,0.6499281373973702,1.0,0.6968447895543629,0.698691198018276,0.6626965134590811,0.257151562640544,0.4057361123830862,0.30630755082108163,0.14723895575623283,0.13301719082685623,0.21002604552452542,R
13,0.13198688627843888,0.22907525747814234,0.3544172402825905,0.539692662668664,0.5377697868442354,1.0,0.33700551586647465,0.272978215412551,0.40760918370069554,0.16993383054651073,0.19996003404808563,0.24143733398820996,0.3829334113950066,R
14,0.09777730670071576,0.13934730578393925,0.18751826799351654,0.22506829746261084,1.0,0.8288717202012713,0.2902747113539959,0.16549866993644033,0.13980713475350195,0.1311375933110741,0.11240360580085909,0.13704872913927807,0.10354747702055245,R
15,0.16344085207779216,0.1228659406200387,0.16214056629135729,0.4540824441733451,1.0,0.6032402082111233,0.59933868865856,0.17975360786681147,0.1982505655359546,0.10005702964263072,0.10247174201933949,0.17368654642259027,0.24758543402814928,R
16,0.16116832117408658,0.21808788329927387,0.316434134529084,0.5491541042021985,1.0,0.8211951360463332,0.3996799005390547,0.24059027611423234,0.2696575397464803,0.19899917769497474,0.12007414520203581,0.10652230149181592,0.1781577341844248,R
17,0.13808152027762122,0.26088220594042827,0.2670381390884844,0.4584673167172656,0.5916125459002964,1.0,0.5960452289378214,0.28711370639713724,0.3011464589866252,0.2720276759801177,0.1550443826123592,0.3035753652525423,0.2534566280413525,R
18,0.19107866569962956,0.24994870000318833,0.4740780861557393,0.3583442266561841,1.0,0.5518471466792491,0.5319522258715462,0.25755493685218545,0.5751224944316797,0.12558675076094866,0.13267302009597834,0.11124154297003085,0.889681828584893,R
19,0.10611933015189487,0.18582204451113235,0.18763032686777747,0.31518438457774506,1.0,0.7420053723733557,0.1868651378327342,0.16162902811483143,0.15478759729084157,0.12021047762119405,0.1820460210563549,0.153721020351801,0.14967732909975154,R
20,0.11708650792851234,0.2736468292686968,0.23540179136608472,0.28301927603144655,0.41568203464250575,0.46522879588231963,0.2585726120868506,0.3137054169475995,1.0,0.1872944964597311,0.2056108446683517,0.34930867900998924,0.41836133289073174,R
21,0.10103310997661993,0.15662823514562488,0.18451291325325075,0.3211393183127803,1.0,0.5040215761961745,0.26583574922086406,0.17281639848335248,0.2738826014847743,0.28105464073445824,0.10560677372548471,0.10615951570038816,0.15109029927379536,R
22,0.1982631047282784,0.3712125852326635,0.40154085983368365,0.3284461626459806,0.5045295707373991,0.8703284006143412,1.0,0.3922988775220402,0.46974544502222887,0.43822282502280646,0.1532001583852386,0.4514152927915581,0.3619569505141124,R
23,0.13874378506625407,0.29701784094121914,0.36852205203899235,0.44565519053742136,0.9585475765478042,0.47653607352797844,1.0,0.25957640003322446,0.34212835456013624,0.1371967166099637,0.23986532440958902,0.172055680460583,0.2310341766095906,R
24,0.09141491856146046,0.11575016845308982,0.3661969562242377,0.5763071628312804,0.7997571378707716,1.0,0.5826256388308518,0.39872047806272215,0.25495710218604417,0.13072985330793296,0.1688877638314885,0.13005734114467696,0.18989895525506245,R
25,0.1350948008278539,0.22428559337423365,0.09811731794068375,0.17732504197355284,0.22515362741880557,1.0,0.20532472422182024,0.1405380981111888,0.27035418880389683,0.08907620138567349,0.13178928317607777,0.1753988827132516,0.08350902313842153,R
26,0.09953586313959083,0.11013956178055667,0.20153402549086238,0.18504933530318807,0.4621975204017925,1.0,0.3274337364848363,0.13387090653570133,0.11148505232439783,0.09427997886357542,0.08829878605840098,0.14103454319449285,0.0999297214654303,R
27,0.13157354767896565,0.21558380558976734,0.3491467278284734,1.0,0.9478047423465432,0.9175631612086294,0.8197787773120807,0.275867951587947,0.15805995993788505,0.1458791613754786,0.13729596278329745,0.1621726421930194,0.19160719153066058,R
28,0.10812526424834235,0.11826195061752028,0.24778111979003278,1.0,0.709851715946094,0.886889243703161,0.4881010334772117,0.5457312608385539,0.33442990254739396,0.27493681670016207,0.13874588149516817,0.19343392052437144,0.43050173707090605,R
29,0.14877820077928094,0.19273770252909164,0.1998555084592682,0.4328676698971509,1.0,0.5000432704304797,0.33848272881441666,0.1776780315085209,0.22284918007862725,0.18464820437231888,0.10389283223252196,0.11413591061247454,0.21499688756923013,R
30,0.8681272573206483,0.7601262144875907,0.7754614275078195,1.0,0.8237780642416481,0.3597151380689491,0.3754262124957775,0.40647054918963804,0.23196988443739824,0.1744423569901435,0.23323886033346833,0.29341274847911114,0.15214704245350164,R
31,0.1841510709582422,0.4285539975792287,0.7228593093901142,0.4156767942354263,0.9037067700007829,0.5767756241704609,1.0,0.4020583790598264,0.42750009017399526,0.39796617693627945,0.21097484653594792,0.3113577536878661,0.40086256009127696,R
32,0.11555981096416802,0.7042441290213913,0.6430858479140905,1.0,0.5111940430270098,0.3684555856395545,0.34656761744175296,0.2186897587772554,0.20511583695622715,0.22927521623009414,0.3052545620841618,0.2083425939429029,0.1973567264536833,R
33,0.08293296916240901,0.11746200886057931,0.21812146341154498,0.4159494035443806,1.0,0.6752212664381708,0.7703054384329933,0.10584912965860542,0.10515886487224393,0.09274570564746097,0.08837954966684591,0.08470424093732629,0.1032375717469572,R
34,0.10820254869161335,0.12170988158183473,0.16628914520388233,0.16518649923683257,1.0,0.6927170218108384,0.1965144190401126,0.14317082616504395,0.13627776419714174,0.10534235388962934,0.11028835612724586,0.12146987410374728,0.16060899851845614,R
35,0.11547368751936658,0.2073876975797957,0.25502903725314857,0.6657520288512199,0.5185901196394773,0.8279154705876364,1.0,0.38313809303732166,0.2946178479405783,0.22692484992832854,0.15109367081838043,0.23816717203771037,0.1501862702516414,R
36,0.1091461531796726,0.16731155501095954,0.3546316869453407,0.6025736703777003,0.7285933744813053,0.3830848388934943,1.0,0.1664528734040743,0.1874667174402949,0.12220323140216739,0.11896598765903377,0.1337138566338439,0.2282304275219109,R
37,0.0932543880826223,0.13668411182603457,0.27603737467648765,0.6615327033080558,1.0,0.5057980625494132,0.6020911129316381,0.12887630209263504,0.123279372770193,0.11170917465107055,0.10004429395617906,0.12340845537532885,0.2789033877814262,R
38,0.10022400661418314,0.14594305994580778,0.21339817623471352,0.3764708416750608,1.0,0.4070866063605514,0.25598340550067555,0.13654639939565533,0.0987097738997597,0.09937026639575948,0.09044717000915418,0.08506852156270447,0.10030231082482151,R
39,0.15828423992518964,0.15284821643897592,0.42449045449536515,1.0,0.7711692929088854,0.5059741253484611,0.5386953410115372,0.17886745847130334,0.2776174530520604,0.25590763744191647,0.1378098638179065,0.1769908698863766,0.1512036131240678,R
40,0.10823898170189947,0.17817241227640918,0.22528570250430835,1.0,0.5158331088183691,0.9091241079498136,0.6189224340949616,0.18511916245310558,0.18173743548403418,0.12497320451051534,0.10809545372270354,0.20160084629212063,0.239498132080446,R
41,0.09121644681878593,0.09331809623375563,0.1827099922783435,0.4352398177888371,1.0,0.8511875397078861,0.14859540946900512,0.08273108476178645,0.10809704588338451,0.09032930876965782,0.08516757411238404,0.08078791466740701,0.08185425896615638,R
42,0.12923066312988962,0.2686479483517771,0.3667831940327322,0.5075986476843355,1.0,0.6110980795327204,0.9178992381797606,0.2629971653242206,0.3879296645387064,0.2551325382484851,0.20509963191682726,0.392446430697643,0.5983415846171046,R
43,0.19104549703474413,0.16296842467053319,0.4913772535892552,0.6788835415559137,1.0,0.6389706493634504,0.4815481227536328,0.3080080551515564,0.21173655227640015,0.15165440154585277,0.1902688493552768,0.169340631931138,0.3838561575473118,R
44,0.10569725628277671,0.1010696941265811,0.1836334492220109,0.25621297379148567,1.0,0.3651984122250293,0.24164804945675472,0.12969202351790576,0.13833499261684812,0.13526414081007268,0.11411684251587859,0.1471642575262884,0.1428805565382925,R
45,0.08891935041652382,0.09990620353282767,0.19873730711565576,0.5954260108133075,1.0,0.5933246085250252,0.45851752204565216,0.14890586753213808,0.17294769075805894,0.11453456804247039,0.0856289332953749,0.09414351822979544,0.11024266705087989,R
46,0.10606779225368626,0.13078718522424565,0.19942986562147919,0.5736114663739996,1.0,0.539350429201876,0.48021583982706734,0.27999413094723946,0.1677703267624187,0.12636175707452726,0.13538274025956823,0.157130480604198,0.2480125577737492,R
47,0.1050248358264947,0.4061483141796302,0.4639789650608278,0.7063981632887979,0.9100773292281624,0.4521753955851098,0.44087719231368633,1.0,0.22074319158166375,0.5572460887001287,0.17900720614865168,0.1943246648525987,0.2807913465289669,R
48,0.133636458684398,0.19255004765441974,0.30328099943961456,0.7713605092337394,0.7477615930391228,1.0,0.538854552608397,0.25284242840542587,0.32996619002148686,0.1594314975764432,0.34457063049452274,0.17907500924883213,0.2757185815233195,R
49,0.10144967748800483,0.144148522447041,0.40511116881381803,0.5895703572416436,0.6474789387209667,1.0,0.5389261263360965,0.11776636497973413,0.11019241264625004,0.0854679322171984,0.08425549698383758,0.09937370542453347,0.16205217852759396,R
50,0.08967512758688864,0.1226480637474294,0.2187474230532548,0.5261109830260808,0.9506857664994931,1.0,0.639297537075177,0.27871439941611803,0.30261856234326795,0.19142971857630894,0.15872352297970022,0.3132509524037932,0.32232394758996236,R
