LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;cone_type
0,326547;0,621317;0,79759;0,975598;1;0,891026;0,792207;0,59377;0,424935;0,296143;0,142412;0,391022;0,662553;R
0,35718;0,416563;0,652696;0,918691;1;0,916133;0,907545;0,40105;0,439594;-0,0251209;0,34856;0,244453;0,268851;R
0,374854;0,479935;0,743753;0,769072;1;0,823881;0,72673;0,474849;0,482844;0,324483;0,279596;0,484915;0,462954;R
0,361133;0,470517;0,514255;0,891202;1;0,903895;0,668843;0,350869;0,171995;0,118821;-0,130584;0,141967;0,189694;R
0,448323;0,591669;0,926259;0,852495;1;0,875587;0,800422;0,667052;0,596739;0,140798;0,501304;0,0549477;0,17438;R
0,0519945;0,581487;0,749987;1;0,783115;0,892095;0,481327;0,626941;0,616812;0,194798;0,00331075;-0,0824889;0,0903825;R
0,309844;0,650177;0,628264;0,954566;0,868874;1;0,729094;0,658984;0,670273;0,245968;0,233379;0,739509;0,314452;R
-0,301424;0,256703;0,526561;1;0,951628;0,685285;0,591049;0,137108;0,0438368;-0,440561;-0,203087;-0,330426;-0,414785;R
-0,012957;0,142078;0,493059;0,633595;1;0,932339;0,767359;-0,113072;0,16892;-0,381698;-0,176821;0,236724;0,596312;R
0,0656823;0,506866;0,784507;0,857795;1;0,8838;6,55E-01;0,420112;0,200549;0,044787;-0,0539457;-0,421049;-0,473424;R
0,340137;0,467611;0,655492;0,847653;1;0,641778;0,543093;0,277142;0,365306;0,230485;0,140773;0,0942467;-0,0347205;R
0,224146;0,546224;0,544349;0,767301;1;0,901711;0,559053;0,146038;0,336654;0,237257;0,150765;0,156675;0,25079;R
0,133961;0,659835;0,699902;0,981089;1;0,555713;0,510797;0,263603;0,305488;0,0661449;0,159972;0,0322924;0,645002;R
0,134103;0,244887;0,737966;0,924145;0,642566;1;0,334892;0,550307;0,390553;0,694066;0,0864308;0,296841;0,0409694;R
0,0149273;0,230114;0,657867;0,874697;1;0,844537;0,608136;0,113524;0,448733;0,425582;-0,045992;-0,109804;0,254799;R
0,0258112;0,283056;0,772269;1;0,849157;0,645365;0,494325;0,293903;0,571822;-0,0805308;0,272174;0,20616;0,401875;R
0,325321;0,653591;0,610962;1;0,888413;0,847327;0,613266;0,383151;0,330585;-0,13454;0,0849544;0,172357;0,129998;R
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
