LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
-0,0364729;-0,118303;-0,127864;-0,0205579;-0,153531;0,56458;0,766468;0,887536;1;0,647989;0,515158;0,270423;-0,157462;Dorsal;Green
-0,0391086;-0,029367;0,0182123;-0,0564419;0,238703;0,78411;0,941188;0,956656;0,974031;0,988074;1;0,975206;0,98156;SZ;Green
-0,0573946;-0,0455407;-0,0542426;0,00742634;0,181164;0,802988;0,953532;1;0,936633;0,956907;0,995929;0,955296;0,935043;SZ;Green
0,0357602;-0,0169549;-0,115022;0,0060619;0,171221;0,639224;0,915614;0,9678;1;0,971914;0,919489;0,75221;0,751269;SZ;Green
0,0130321;-0,0469671;-0,0234076;-0,00510845;0,251344;0,800164;0,937874;0,986114;1;0,966415;0,929829;0,817463;0,88041;SZ;Green
-0,0382746;0,00687462;-0,0538021;-0,0570609;0,0578213;0,591753;0,806007;1;0,999339;0,958202;0,803731;0,655218;0,630778;SZ;Green
0,0735311;0,00534482;0,00651985;-0,00767953;0,145513;0,705315;0,929824;0,984172;1;0,934164;0,775039;0,765707;0,698128;SZ;Green
0,086001;0,0336521;-0,0157713;-0,0542278;0,253304;0,910838;0,902421;0,935511;0,924763;1;0,99146;0,93087;0,892485;SZ;Green
-0,0243946;-0,0673077;-0,0770001;-0,0436969;0,0666105;0,608414;0,884269;1;0,97698;0,926313;0,846533;0,743614;0,680373;SZ;Green
0,139668;0,145924;-0,0868255;-0,0753962;0,243421;0,783941;0,922164;1;0,98723;0,947401;0,965167;0,905969;0,908075;SZ;Green
0,00332132;-0,0341294;-0,00131387;-0,066933;0,0548471;0,509277;0,877244;1;0,983621;0,945807;0,770775;0,487859;0,431954;SZ;Green
-0,0654092;-0,115015;-0,1183;-0,0715694;-0,0576687;0,707639;0,944508;0,972136;0,964382;1;0,989814;0,941896;0,745917;SZ;Green
-0,126502;-0,0581563;-0,134207;-0,0892826;0,000748782;0,641104;0,889521;1;0,979234;0,972709;0,932424;0,77611;0,715321;SZ;Green
0,0146916;0,0016598;-0,0300826;-0,0590509;-0,00452671;0,576533;0,896449;1;0,959194;0,969272;0,758489;0,534245;0,593417;SZ;Green
0,0629485;-0,0542391;-0,0524518;-0,0525116;0,0876984;0,57406;0,926082;0,952715;1;0,961179;0,784869;0,617139;0,621589;SZ;Green
-0,108667;-0,0334183;0,054348;-0,0630144;-0,0639763;0,487391;0,829937;0,980649;1;0,949539;0,674928;0,534308;0,448292;SZ;Green
0,0192766;0,00281772;-0,141765;-0,0694949;-0,0839398;0,33989;0,763659;0,914558;1;0,87911;0,652455;0,444455;0,360079;SZ;Green
0,0337141;-0,0308815;0,0309473;-0,0581994;-0,0951988;0,142202;0,786211;1;0,994065;0,850849;0,437477;0,334415;0,351816;SZ;Green
0,0144759;0,0208832;0,0229783;0,00484872;0,00838861;0,198349;0,574665;1;0,987837;0,880324;0,446964;0,224063;0,238701;SZ;Green
-0,0624775;-0,0890436;-0,0366887;-0,109574;-0,0696038;0,312725;0,708928;0,968747;1;0,857182;0,629798;0,427347;0,417825;SZ;Green
-0,27086;-0,145927;0,0819939;-0,0725931;-0,000602035;0,674878;0,7317;0,952877;0,864217;0,927089;1;0,743887;0,658182;Ventral;Green
0,0425957;0,0455521;0,0695061;0,0388416;-0,151747;0,137103;0,67377;0,866725;1;0,59866;0,28111;0,106008;0,162736;Ventral;Green
-0,00851099;0,0823606;0,0133519;0,085727;0,167637;0,64785;0,973476;0,989315;1;0,80085;0,585791;0,503692;0,693083;Ventral;Green
-0,0128651;-0,043526;0,0685298;-0,0256116;0,0128378;-0,0360661;0,653894;0,756162;1;0,589683;0,253561;0,145467;0,202128;Ventral;Green
0,015172;0,143652;0,165416;0,0975572;0,0878117;0,551083;0,994452;1;0,908505;0,941002;0,511556;0,184337;0,202231;Ventral;Green
