LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,10611;-0,165456;-0,105341;-0,467527;-0,14116;-1;-0,724548;-0,226243;0,652604;0,803437;0,499817;0,430478;0,410183;Ventral;B
-0,357652;-0,317834;0,424896;-0,0960596;-0,489273;-0,871976;-0,408087;0,399892;0,873392;1;0,580889;0,565303;0,699262;Ventral;B
-0,309843;-0,297969;-0,450799;-0,341745;-0,595127;-0,944224;-1;0,191509;0,787517;0,922625;0,927766;0,691376;0,502259;Ventral;B
-0,0233784;-0,158287;-0,330549;-0,520671;-0,604166;-1;-0,884467;0,154135;0,388277;0,540612;0,306946;0,122177;0,214716;Ventral;B
0,226525;-0,0249374;0,00744163;-0,00586038;0,0403548;-0,469832;-0,981164;0,783104;0,57474;1;0,904091;0,650398;0,903736;Ventral;B
0,133075;0,159834;0,493795;0,193435;-0,190675;-0,65653;-0,520866;0,671597;1;0,896537;0,651186;0,628898;0,664131;Ventral;B
0,0594192;-0,0189071;-0,015677;-0,2146;-0,345626;-0,410847;-0,395116;0,52752;0,72352;1;0,673715;0,692347;0,656489;Ventral;B
0,00857016;-0,265426;-0,0530078;-0,173201;-0,284049;-0,379374;-0,508461;0,536611;0,706442;1;0,860935;0,697294;0,496746;Ventral;B
0,110768;-0,117217;-0,0754324;0,0907875;-0,471353;-0,33674;-1;-0,0814739;0,618267;0,705428;0,312644;0,107791;0,253077;Ventral;B
0,0781795;-0,0638906;0,112429;0,0493803;0,128373;-0,0827555;-0,181635;0,456589;0,671937;1;0,737286;0,714437;0,441513;Ventral;B
-0,100809;0,0658935;0,147066;-0,190585;-0,00890783;-0,846792;-0,558963;0,510855;0,997892;0,975703;1;0,673557;0,729016;Ventral;B
0,358909;0,058782;0,175634;0,0896894;-0,283221;-0,643763;-0,648459;0,669553;1;0,830964;0,522495;0,832333;0,761345;Ventral;B
-0,127192;0,0729463;0,162131;0,0645048;-0,74714;0,0602233;-0,467045;0,329183;0,578999;1;0,452057;0,686226;0,389964;Ventral;B
0,19618;-0,148161;0,123793;-0,0130501;0,464238;-0,0982313;-0,309722;0,154366;0,468196;1;0,528717;0,244122;0,714151;Ventral;B
0,228469;-0,017437;-0,099696;0,212993;-0,176166;-0,581846;-1;0,420606;0,56173;0,723174;0,530767;0,677213;0,299399;Ventral;B
0,153824;0,0495351;-0,139199;-0,305789;-0,21539;-0,348493;-0,313938;0,708917;1;0,706645;0,919026;0,400283;0,528681;Ventral;B
-0,18153;-0,183059;-0,0317784;0,0788458;-0,122207;-0,548874;-0,698176;0,290831;0,74724;0,837718;0,740441;0,381235;0,818245;Ventral;B
