LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,0609388;0,0717559;-0,000924969;-0,0219792;-0,0280786;-0,0646726;3,05E-02;0,882388;0,975824;0,996252;0,991724;1;0,998996;Dorsal;Blue
0,0331412;0,0333223;-0,00087015;0,0434693;0,020986;0,140777;0,018884;0,763309;1;0,973516;0,953315;0,96627;0,946842;Dorsal;Blue
-0,00952764;0,0041429;0,0134951;0,0174007;-0,0667998;-0,185276;0,0734906;0,763043;1;0,934801;0,946532;0,841879;0,864461;Dorsal;Blue
-0,114095;0,0554076;-0,0914188;0,0325562;0,0619817;0,0203065;-0,0330391;0,953844;0,993172;0,940623;1;0,984183;0,981276;Dorsal;Blue
-0,0636378;-0,087192;-0,012749;-0,0940669;-0,120034;-0,129753;-0,0870597;0,855194;0,996429;0,952243;0,969591;0,980832;1;Dorsal;Blue
0,0268139;-0,0723017;-0,0150124;0,0329032;-0,0714412;-0,00417806;-0,0309204;0,960171;0,982673;1;0,963757;0,969082;0,967251;Dorsal;Blue
-0,109008;-0,0181855;0,0281306;0,111474;-0,0156867;0,130725;0,0752157;0,742705;0,957481;0,997257;0,99476;1;0,9435;Dorsal;Blue
-0,10903;-0,169904;-0,170533;-0,113596;-0,207888;-0,0839799;-0,0971396;0,782448;0,8818;1;0,953994;0,944033;0,863397;Dorsal;Blue
-0,184557;-0,143854;-0,153047;-0,0769843;-0,203402;-0,141271;-0,178919;0,795695;0,953095;0,92074;1;0,91934;0,911531;Dorsal;Blue
0,0844996;-0,00883825;-0,0072578;0,0408229;-0,0227726;-0,158075;-0,0245199;0,879968;0,965115;0,943224;1;0,940401;0,880498;Dorsal;Blue
0,0685463;-0,114591;-0,0625358;-0,221466;-0,0857636;-0,0873262;-0,00623381;0,908284;0,940792;0,943977;0,957276;0,901842;0,952656;Dorsal;Blue
-0,0362555;0,00286846;-0,00756621;-0,0780781;-0,0743982;0,0194246;0,0586731;0,770302;0,925003;1;0,962119;0,960039;0,88448;Dorsal;Blue
0,00249866;-0,224486;-0,134841;0,0269723;-0,0588679;-0,241839;-0,0470704;0,303907;0,860196;1;0,997258;0,993395;0,79424;Dorsal;Blue
-0,107944;-0,0816946;-0,0791506;-0,0495758;0,039043;-0,0455564;0,0952198;0,815241;0,905157;0,964285;1;0,929971;0,916196;Dorsal;Blue
0,0248199;0,106349;0,105879;-0,0270906;0,212697;-0,00948592;-0,00746661;0,769202;0,908256;1;0,946362;0,893738;0,84142;Dorsal;Blue
-0,026629;-0,0996982;-0,101473;-0,00431767;0,0582902;-0,0702549;-0,0768028;0,908224;0,978258;0,985012;0,9722;0,967688;1;Dorsal;Blue
0,00217062;0,0333767;0,0472437;-0,0284344;0,0158099;-0,0250019;0,12595;0,723983;0,920158;1;0,941031;0,899056;0,845729;Dorsal;Blue
0,0990906;0,1159;-0,0111366;-0,0851262;0,0366689;0,193339;0,190187;0,992273;1;0,952792;0,997429;0,995153;0,963589;Dorsal;Blue
0,0675349;-0,0386379;-0,0705671;0,0234325;0,0437892;-0,0196998;-0,0879922;0,974824;0,935624;0,932913;0,964708;1;0,903318;Dorsal;Blue
0,160069;0,162247;-0,0284903;0,0539192;0,161081;0,178084;0,080247;0,883249;0,938032;0,95906;0,949483;1;0,89794;Dorsal;Blue
-0,020018;0,00792448;0,0519691;0,172022;0,178707;0,0011614;-0,0074153;0,823314;0,956041;0,926052;0,976258;1;0,9224;Dorsal;Blue
-0,0555078;-0,152716;-0,0694187;-0,287382;-0,339895;-0,26553;-0,0339575;0,657522;0,852409;1;0,947419;0,958763;0,945086;Dorsal;Blue
0,0922953;-0,0426724;0,0150052;0,0536034;-0,114175;-0,00504669;0,126799;0,764028;0,921247;0,977653;1;0,959104;0,86295;Dorsal;Blue
-0,0937626;-0,0542985;-0,121108;-0,0446066;-0,0569147;0,00779077;0,102568;0,502159;0,9296;1;0,99698;0,938297;0,928616;Dorsal;Blue
0,171836;-0,28709;-0,190176;-0,131172;-0,18768;-0,0668022;-0,204198;0,694344;0,850334;0,902448;1;0,926306;0,917701;Dorsal;Blue
-0,00734349;0,0221287;-0,0525585;-0,077721;0,0991557;-0,0738977;-0,0159395;0,857239;0,968957;0,991935;1;0,912948;0,949539;Dorsal;Blue
0,0256012;-0,0807956;-0,00525919;-0,12465;-0,414846;-0,145949;-0,333209;0,787914;0,865939;0,954508;1;0,976897;0,991373;Dorsal;Blue
0,0742487;0,230671;0,014892;-0,0568767;-0,0438072;0,221624;0,0288853;0,973863;0,971417;0,841238;0,878771;0,971644;1;Dorsal;Blue
-0,105215;0,0940453;-2,13E-01;-0,213715;-0,296529;-0,256835;-0,0610767;0,332483;0,844401;0,991793;1;0,946576;0,794712;Dorsal;Blue
0,0568119;-0,0622781;0,0118485;0,159904;-0,0192305;0,103256;0,102603;0,907266;0,894668;0,693145;0,883904;0,791164;1;Dorsal;Blue
0,100108;-0,00690848;-0,0384353;-0,00665989;-0,0503197;0,151403;0,1843;0,508088;0,771033;1;0,919249;0,974351;0,732603;Dorsal;Blue
0,0258011;-0,0125507;-0,014286;-0,07433;-0,0217918;-0,00104497;0,0146399;0,377616;0,719958;1;0,917781;0,983599;0,939858;SZ;Blue
0,032385;0,118445;-0,00762052;-0,0312493;0,0171856;-0,0848323;-0,10627;0,504385;0,759219;0,985394;1;0,921764;0,970068;SZ;Blue
-0,173691;0,0112581;-0,0983879;-0,180772;-0,207443;-0,0461578;-0,126261;0,351979;0,832112;0,965262;0,956227;1;0,933671;SZ;Blue
-0,129418;0,0382398;-0,110999;-0,104281;-0,0741838;-0,0569451;-0,0411132;0,33284;0,676889;1;0,986033;0,974992;0,948164;SZ;Blue
-0,143236;-0,0126829;-0,181827;-0,230321;-0,263687;-0,320281;-0,399073;0,597029;0,916622;0,985066;1;0,965058;0,864651;SZ;Blue
0,0933231;-0,0866636;0,0860251;-0,0780667;-0,0525856;-0,125585;-0,0964851;0,484151;0,81537;0,920383;1;0,972253;0,866328;SZ;Blue
-0,0487318;-0,174142;-0,0918741;-0,12383;-0,247433;-0,170944;-0,316168;0,448455;0,835643;0,958788;1;0,985873;0,856223;SZ;Blue
-0,0129218;0,174637;0,041944;-0,0404187;0,0797886;-0,0251931;0,0411499;0,400964;0,831821;0,991245;0,965935;0,993544;1;SZ;Blue
0,0917761;0,0306333;-0,125343;-0,148568;-0,301282;-0,188727;-0,261059;0,788725;1;0,833897;0,804789;0,752894;0,834712;SZ;Blue
-0,19222;-0,195625;-0,21327;-0,180405;-0,130913;-0,139807;-0,161226;0,407239;0,784126;1;0,957119;0,985812;0,867843;SZ;Blue
-0,00593988;0,212759;-0,429984;-0,508411;-0,266771;-0,189332;-0,361235;0,675807;1;0,994228;0,917254;0,862447;0,950109;SZ;Blue
0,00144649;-0,143835;0,259651;0,0250866;0,0687898;0,00519891;0,120407;0,871033;0,973101;1;0,97507;0,87421;0,852716;Ventral;Blue
0,047918;-0,0800857;-0,156572;-0,0354051;-0,681708;-0,124915;0,128003;0,69227;1;0,902865;0,880939;0,924984;0,689097;Ventral;Blue
-0,0147109;0,0774322;-0,0567537;0,208074;-0,010318;-0,0348755;0,167941;0,734613;0,747121;1;0,952099;0,898756;0,785003;Ventral;Blue
0,0758656;0,145757;-0,108886;0,0149021;0,0518475;0,148876;0,0402502;0,549207;0,763742;1;0,718571;0,817031;0,614466;Ventral;Blue
