LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,23319;0,305957;0,431932;0,821893;1;0,999345;0,569217;0,367359;0,129273;0,23177;-0,269129;0,127124;0,0354122;Ventral;R
-0,152121;0,347737;0,636062;0,673346;0,847591;1;0,490795;-0,437141;-0,470269;-0,62305;-0,517389;-0,236482;-0,457691;Ventral;R
-0,117817;0,2968;0,363458;0,793909;1;0,832629;0,570662;-0,104237;-0,20681;-0,412415;-0,427649;-0,286882;-0,0795737;Ventral;R
0,0578186;0,385085;0,461577;0,830594;1;0,739751;0,544056;-0,265431;-0,0565082;-0,229693;-0,00019761;0,167109;-0,050659;Ventral;R
0,236744;0,49129;0,667971;0,838447;1;0,983939;0,602406;0,0986225;0,344786;0,0891776;0,169886;0,329002;0,0429485;Ventral;R
0,177644;0,290819;0,385731;0,750849;1;0,784946;0,229809;-0,437705;-0,16712;-0,348748;-0,0797055;-0,22084;-0,0818506;Ventral;R
0,0493934;0,493097;0,367086;0,859084;0,914737;1;0,528064;0,392158;-0,0553286;0,245372;-0,109061;0,182608;0,0308669;Ventral;R
-0,175833;0,408913;0,51917;0,875428;0,927164;1;0,345002;0,354167;0,183928;-0,226253;-0,49845;-0,267003;0,260193;Ventral;R
-0,0186986;0,331767;0,705661;0,676419;1;0,943012;0,725439;0,301796;0,243437;0,20122;0,0325534;0,344723;0,270145;Ventral;R
0,166612;0,293139;0,589447;0,63319;0,817466;1;0,871113;0,198786;0,148069;-0,183922;-0,0754329;0,0328158;-0,413566;Ventral;R
0,189052;0,225706;0,481307;0,758035;1;0,753564;0,472731;-0,0401416;0,219093;-0,15511;-0,0557259;-0,423617;-0,136321;Ventral;R
0,171307;0,229215;0,449001;0,89685;1;0,871089;0,514538;0,183479;-0,445822;-0,175248;0,110994;0,304228;-0,112165;Ventral;R
0,161537;0,40922;0,761153;1;0,992068;0,855224;0,582044;0,404553;0,305432;0,240703;0,106708;0,45154;0,428285;Ventral;R
0,0973229;0,317542;0,576524;0,644051;1;0,77722;0,697787;0,120876;0,0830861;-0,233605;-0,242553;-0,167731;0,102342;Ventral;R
0,136632;0,336818;0,408806;0,527973;1;0,647496;0,527815;-0,28898;-0,367234;-0,188612;-0,0177402;0,108938;0,087983;Ventral;R
-0,086284;0,0929416;0,443549;0,938113;1;0,924535;0,64437;0,185536;0,236359;0,240681;0,192941;0,0312536;0,325828;Ventral;R
0,263684;0,494773;0,447148;0,978005;1;0,963854;0,733768;0,0815804;0,0886135;-0,17034;-0,0732989;-0,0706088;-0,24735;Ventral;R
0,0373009;0,25286;0,417503;0,54065;1;0,753102;0,46251;0,415177;0,515885;0,0686968;0,27742;0,434602;0,408105;Ventral;R
-0,013115;0,316796;0,728629;0,809287;0,829137;1;0,440482;-0,217428;-0,11416;-0,313037;-0,321021;0,0714163;-0,18354;Ventral;R
0,0978724;0,121213;0,70266;0,814943;0,917974;1;0,592646;0,045535;-0,0361664;0,142052;-0,170906;-0,0507728;-0,0638962;Ventral;R
-0,0685353;0,21326;0,996651;0,739027;1;0,691342;0,45714;0,360111;0,414696;-0,326194;-0,378876;-0,0892172;0,0462877;Ventral;R
0,0413084;0,0767483;0,345461;0,515684;1;0,733314;0,54501;0,00333212;0,058397;0,254471;-0,523574;0,220064;-0,0604272;Ventral;R
-0,449246;-0,0495545;0,459741;1;0,985349;0,961912;0,114287;-0,315627;-0,692537;-0,248286;-0,352788;-0,371165;-0,0788227;Ventral;R
-0,0477934;-0,0195721;0,280352;0,334189;0,689282;0,478968;-0,0893607;-0,677489;-1;-0,871739;-0,796639;-0,58316;-0,487519;Ventral;R
-0,257012;-0,236586;0,153677;0,448869;1;0,916261;0,376784;-0,816001;-0,573253;-0,954488;-0,709135;-0,771125;-0,608739;Ventral;R
-0,112174;0,0513164;0,378839;0,910195;1;0,82392;0,118224;-0,613021;-0,452169;-0,715233;-0,576048;-0,369696;-0,256264;Ventral;R
